context_word1,context_word2,target_word
the,rafters,and
rafters,and,beams
and,beams,of
beams,of,which
of,which,are
which,are,made
are,made,of
made,of,whale
of,whale,bones
whale,bones,for
bones,for,whales
for,whales,of
whales,of,a
of,a,monstrous
a,monstrous,size
monstrous,size,are
size,are,oftentimes
are,oftentimes,cast
oftentimes,cast,up
cast,up,dead
up,dead,upon
dead,upon,that
upon,that,shore
that,shore,the
shore,the,common
the,common,people
common,people,imagine
people,imagine,that
imagine,that,by
that,by,a
by,a,secret
a,secret,power
secret,power,bestowed
power,bestowed,by
bestowed,by,god
by,god,upon
god,upon,the
upon,the,temple
the,temple,no
temple,no,whale
no,whale,can
whale,can,pass
can,pass,it
pass,it,without
it,without,immediate
without,immediate,death
immediate,death,but
death,but,the
but,the,truth
the,truth,of
truth,of,the
of,the,matter
the,matter,is
matter,is,that
is,that,on
that,on,either
on,either,side
either,side,of
side,of,the
of,the,temple
the,temple,there
temple,there,are
there,are,rocks
are,rocks,that
rocks,that,shoot
that,shoot,two
shoot,two,miles
two,miles,into
miles,into,the
into,the,sea
the,sea,and
sea,and,wound
and,wound,the
wound,the,whales
the,whales,when
whales,when,they
when,they,light
they,light,upon
light,upon,em
upon,em,they
em,they,keep
they,keep,a
keep,a,whale
a,whale,s
whale,s,rib
s,rib,of
rib,of,an
of,an,incredible
an,incredible,length
incredible,length,for
length,for,a
for,a,miracle
a,miracle,which
miracle,which,lying
which,lying,upon
lying,upon,the
upon,the,ground
the,ground,with
ground,with,its
with,its,convex
its,convex,part
convex,part,uppermost
part,uppermost,makes
uppermost,makes,an
makes,an,arch
an,arch,the
arch,the,head
the,head,of
head,of,which
of,which,cannot
which,cannot,be
cannot,be,reached
be,reached,by
reached,by,a
by,a,man
a,man,upon
man,upon,a
upon,a,camel
a,camel,s
camel,s,back
s,back,this
back,this,rib
this,rib,says
rib,says,john
says,john,leo
john,leo,is
leo,is,said
is,said,to
said,to,have
to,have,layn
have,layn,there
layn,there,a
there,a,hundred
a,hundred,years
hundred,years,before
years,before,i
before,i,saw
i,saw,it
saw,it,their
it,their,historians
their,historians,affirm
historians,affirm,that
affirm,that,a
that,a,prophet
a,prophet,who
prophet,who,prophesy
who,prophesy,d
prophesy,d,of
d,of,mahomet
of,mahomet,came
mahomet,came,from
came,from,this
from,this,temple
this,temple,and
temple,and,some
and,some,do
some,do,not
do,not,stand
not,stand,to
stand,to,assert
to,assert,that
assert,that,the
that,the,prophet
the,prophet,jonas
prophet,jonas,was
jonas,was,cast
was,cast,forth
cast,forth,by
forth,by,the
by,the,whale
the,whale,at
whale,at,the
at,the,base
the,base,of
base,of,the
of,the,temple
the,temple,in
temple,in,this
in,this,afric
this,afric,temple
afric,temple,of
temple,of,the
of,the,whale
the,whale,i
whale,i,leave
i,leave,you
leave,you,reader
you,reader,and
reader,and,if
and,if,you
if,you,be
you,be,a
be,a,nantucketer
a,nantucketer,and
nantucketer,and,a
and,a,whaleman
a,whaleman,you
whaleman,you,will
you,will,silently
will,silently,worship
silently,worship,there
worship,there,chapter
there,chapter,does
chapter,does,the
does,the,whale
the,whale,s
whale,s,magnitude
s,magnitude,diminish
magnitude,diminish,will
diminish,will,he
will,he,perish
he,perish,inasmuch
perish,inasmuch,then
inasmuch,then,as
then,as,this
as,this,leviathan
this,leviathan,comes
leviathan,comes,floundering
comes,floundering,down
floundering,down,upon
down,upon,us
upon,us,from
us,from,the
from,the,head
the,head,waters
head,waters,of
waters,of,the
of,the,eternities
the,eternities,it
eternities,it,may
it,may,be
may,be,fitly
be,fitly,inquired
fitly,inquired,whether
inquired,whether,in
whether,in,the
in,the,long
the,long,course
long,course,of
course,of,his
of,his,generations
his,generations,he
generations,he,has
he,has,not
has,not,degenerated
not,degenerated,from
degenerated,from,the
from,the,original
the,original,bulk
original,bulk,of
bulk,of,his
of,his,sires
his,sires,but
sires,but,upon
but,upon,investigation
upon,investigation,we
investigation,we,find
we,find,that
find,that,not
that,not,only
not,only,are
only,are,the
are,the,whales
the,whales,of
whales,of,the
of,the,present
the,present,day
present,day,superior
day,superior,in
superior,in,magnitude
in,magnitude,to
magnitude,to,those
to,those,whose
those,whose,fossil
whose,fossil,remains
fossil,remains,are
remains,are,found
are,found,in
found,in,the
in,the,tertiary
the,tertiary,system
tertiary,system,embracing
system,embracing,a
embracing,a,distinct
a,distinct,geological
distinct,geological,period
geological,period,prior
period,prior,to
prior,to,man
to,man,but
man,but,of
but,of,the
of,the,whales
the,whales,found
whales,found,in
found,in,that
in,that,tertiary
that,tertiary,system
tertiary,system,those
system,those,belonging
those,belonging,to
belonging,to,its
to,its,latter
its,latter,formations
latter,formations,exceed
formations,exceed,in
exceed,in,size
in,size,those
size,those,of
those,of,its
of,its,earlier
its,earlier,ones
earlier,ones,of
ones,of,all
of,all,the
all,the,pre
the,pre,adamite
pre,adamite,whales
adamite,whales,yet
whales,yet,exhumed
yet,exhumed,by
exhumed,by,far
by,far,the
far,the,largest
the,largest,is
largest,is,the
is,the,alabama
the,alabama,one
alabama,one,mentioned
one,mentioned,in
mentioned,in,the
in,the,last
the,last,chapter
last,chapter,and
chapter,and,that
and,that,was
that,was,less
was,less,than
less,than,seventy
than,seventy,feet
seventy,feet,in
feet,in,length
in,length,in
length,in,the
in,the,skeleton
the,skeleton,whereas
skeleton,whereas,we
whereas,we,have
we,have,already
have,already,seen
already,seen,that
seen,that,the
that,the,tape
the,tape,measure
tape,measure,gives
measure,gives,seventy
gives,seventy,two
seventy,two,feet
two,feet,for
feet,for,the
for,the,skeleton
the,skeleton,of
skeleton,of,a
of,a,large
a,large,sized
large,sized,modern
sized,modern,whale
modern,whale,and
whale,and,i
and,i,have
i,have,heard
have,heard,on
heard,on,whalemen
on,whalemen,s
whalemen,s,authority
s,authority,that
authority,that,sperm
that,sperm,whales
sperm,whales,have
whales,have,been
have,been,captured
been,captured,near
captured,near,a
near,a,hundred
a,hundred,feet
hundred,feet,long
feet,long,at
long,at,the
at,the,time
the,time,of
time,of,capture
of,capture,but
capture,but,may
but,may,it
may,it,not
it,not,be
not,be,that
be,that,while
that,while,the
while,the,whales
the,whales,of
whales,of,the
of,the,present
the,present,hour
present,hour,are
hour,are,an
are,an,advance
an,advance,in
advance,in,magnitude
in,magnitude,upon
magnitude,upon,those
upon,those,of
those,of,all
of,all,previous
all,previous,geological
previous,geological,periods
geological,periods,may
periods,may,it
may,it,not
it,not,be
not,be,that
be,that,since
that,since,adam
since,adam,s
adam,s,time
s,time,they
time,they,have
they,have,degenerated
have,degenerated,assuredly
degenerated,assuredly,we
assuredly,we,must
we,must,conclude
must,conclude,so
conclude,so,if
so,if,we
if,we,are
we,are,to
are,to,credit
to,credit,the
credit,the,accounts
the,accounts,of
accounts,of,such
of,such,gentlemen
such,gentlemen,as
gentlemen,as,pliny
as,pliny,and
pliny,and,the
and,the,ancient
the,ancient,naturalists
ancient,naturalists,generally
naturalists,generally,for
generally,for,pliny
for,pliny,tells
pliny,tells,us
tells,us,of
us,of,whales
of,whales,that
whales,that,embraced
that,embraced,acres
embraced,acres,of
acres,of,living
of,living,bulk
living,bulk,and
bulk,and,aldrovandus
and,aldrovandus,of
aldrovandus,of,others
of,others,which
others,which,measured
which,measured,eight
measured,eight,hundred
eight,hundred,feet
hundred,feet,in
feet,in,length
in,length,rope
length,rope,walks
rope,walks,and
walks,and,thames
and,thames,tunnels
thames,tunnels,of
tunnels,of,whales
of,whales,and
whales,and,even
and,even,in
even,in,the
in,the,days
the,days,of
days,of,banks
of,banks,and
banks,and,solander
and,solander,cooke
solander,cooke,s
cooke,s,naturalists
s,naturalists,we
naturalists,we,find
we,find,a
find,a,danish
a,danish,member
danish,member,of
member,of,the
of,the,academy
the,academy,of
academy,of,sciences
of,sciences,setting
sciences,setting,down
setting,down,certain
down,certain,iceland
certain,iceland,whales
iceland,whales,reydan
whales,reydan,siskur
reydan,siskur,or
siskur,or,wrinkled
or,wrinkled,bellies
wrinkled,bellies,at
bellies,at,one
at,one,hundred
one,hundred,and
hundred,and,twenty
and,twenty,yards
twenty,yards,that
yards,that,is
that,is,three
is,three,hundred
three,hundred,and
hundred,and,sixty
and,sixty,feet
sixty,feet,and
feet,and,lacepede
and,lacepede,the
lacepede,the,french
the,french,naturalist
french,naturalist,in
naturalist,in,his
in,his,elaborate
his,elaborate,history
elaborate,history,of
history,of,whales
of,whales,in
whales,in,the
in,the,very
the,very,beginning
very,beginning,of
beginning,of,his
of,his,work
his,work,page
work,page,sets
page,sets,down
sets,down,the
down,the,right
the,right,whale
right,whale,at
whale,at,one
at,one,hundred
one,hundred,metres
hundred,metres,three
metres,three,hundred
three,hundred,and
hundred,and,twenty
and,twenty,eight
twenty,eight,feet
eight,feet,and
feet,and,this
and,this,work
this,work,was
work,was,published
was,published,so
published,so,late
so,late,as
late,as,a
as,a,d
a,d,but
d,but,will
but,will,any
will,any,whaleman
any,whaleman,believe
whaleman,believe,these
believe,these,stories
these,stories,no
stories,no,the
no,the,whale
the,whale,of
whale,of,to
of,to,day
to,day,is
day,is,as
is,as,big
as,big,as
big,as,his
as,his,ancestors
his,ancestors,in
ancestors,in,pliny
in,pliny,s
pliny,s,time
s,time,and
time,and,if
and,if,ever
if,ever,i
ever,i,go
i,go,where
go,where,pliny
where,pliny,is
pliny,is,i
is,i,a
i,a,whaleman
a,whaleman,more
whaleman,more,than
more,than,he
than,he,was
he,was,will
was,will,make
will,make,bold
make,bold,to
bold,to,tell
to,tell,him
tell,him,so
him,so,because
so,because,i
because,i,cannot
i,cannot,understand
cannot,understand,how
understand,how,it
how,it,is
it,is,that
is,that,while
that,while,the
while,the,egyptian
the,egyptian,mummies
egyptian,mummies,that
mummies,that,were
that,were,buried
were,buried,thousands
buried,thousands,of
thousands,of,years
of,years,before
years,before,even
before,even,pliny
even,pliny,was
pliny,was,born
was,born,do
born,do,not
do,not,measure
not,measure,so
measure,so,much
so,much,in
much,in,their
in,their,coffins
their,coffins,as
coffins,as,a
as,a,modern
a,modern,kentuckian
modern,kentuckian,in
kentuckian,in,his
in,his,socks
his,socks,and
socks,and,while
and,while,the
while,the,cattle
the,cattle,and
cattle,and,other
and,other,animals
other,animals,sculptured
animals,sculptured,on
sculptured,on,the
on,the,oldest
the,oldest,egyptian
oldest,egyptian,and
egyptian,and,nineveh
and,nineveh,tablets
nineveh,tablets,by
tablets,by,the
by,the,relative
the,relative,proportions
relative,proportions,in
proportions,in,which
in,which,they
which,they,are
they,are,drawn
are,drawn,just
drawn,just,as
just,as,plainly
as,plainly,prove
plainly,prove,that
prove,that,the
that,the,high
the,high,bred
high,bred,stall
bred,stall,fed
stall,fed,prize
fed,prize,cattle
prize,cattle,of
cattle,of,smithfield
of,smithfield,not
smithfield,not,only
not,only,equal
only,equal,but
equal,but,far
but,far,exceed
far,exceed,in
exceed,in,magnitude
in,magnitude,the
magnitude,the,fattest
the,fattest,of
fattest,of,pharaoh
of,pharaoh,s
pharaoh,s,fat
s,fat,kine
fat,kine,in
kine,in,the
in,the,face
the,face,of
face,of,all
of,all,this
all,this,i
this,i,will
i,will,not
will,not,admit
not,admit,that
admit,that,of
that,of,all
of,all,animals
all,animals,the
animals,the,whale
the,whale,alone
whale,alone,should
alone,should,have
should,have,degenerated
have,degenerated,but
degenerated,but,still
but,still,another
still,another,inquiry
another,inquiry,remains
inquiry,remains,one
remains,one,often
one,often,agitated
often,agitated,by
agitated,by,the
by,the,more
the,more,recondite
more,recondite,nantucketers
recondite,nantucketers,whether
nantucketers,whether,owing
whether,owing,to
owing,to,the
to,the,almost
the,almost,omniscient
almost,omniscient,look
omniscient,look,outs
look,outs,at
outs,at,the
at,the,mast
the,mast,heads
mast,heads,of
heads,of,the
of,the,whaleships
the,whaleships,now
whaleships,now,penetrating
now,penetrating,even
penetrating,even,through
even,through,behring
through,behring,s
behring,s,straits
s,straits,and
straits,and,into
and,into,the
into,the,remotest
the,remotest,secret
remotest,secret,drawers
secret,drawers,and
drawers,and,lockers
and,lockers,of
lockers,of,the
of,the,world
the,world,and
world,and,the
and,the,thousand
the,thousand,harpoons
thousand,harpoons,and
harpoons,and,lances
and,lances,darted
lances,darted,along
darted,along,all
along,all,continental
all,continental,coasts
continental,coasts,the
coasts,the,moot
the,moot,point
moot,point,is
point,is,whether
is,whether,leviathan
whether,leviathan,can
leviathan,can,long
can,long,endure
long,endure,so
endure,so,wide
so,wide,a
wide,a,chase
a,chase,and
chase,and,so
and,so,remorseless
so,remorseless,a
remorseless,a,havoc
a,havoc,whether
havoc,whether,he
whether,he,must
he,must,not
must,not,at
not,at,last
at,last,be
last,be,exterminated
be,exterminated,from
exterminated,from,the
from,the,waters
the,waters,and
waters,and,the
and,the,last
the,last,whale
last,whale,like
whale,like,the
like,the,last
the,last,man
last,man,smoke
man,smoke,his
smoke,his,last
his,last,pipe
last,pipe,and
pipe,and,then
and,then,himself
then,himself,evaporate
himself,evaporate,in
evaporate,in,the
in,the,final
the,final,puff
final,puff,comparing
puff,comparing,the
comparing,the,humped
the,humped,herds
humped,herds,of
herds,of,whales
of,whales,with
whales,with,the
with,the,humped
the,humped,herds
humped,herds,of
herds,of,buffalo
of,buffalo,which
buffalo,which,not
which,not,forty
not,forty,years
forty,years,ago
years,ago,overspread
ago,overspread,by
overspread,by,tens
by,tens,of
tens,of,thousands
of,thousands,the
thousands,the,prairies
the,prairies,of
prairies,of,illinois
of,illinois,and
illinois,and,missouri
and,missouri,and
missouri,and,shook
and,shook,their
shook,their,iron
their,iron,manes
iron,manes,and
manes,and,scowled
and,scowled,with
scowled,with,their
with,their,thunder
their,thunder,clotted
thunder,clotted,brows
clotted,brows,upon
brows,upon,the
upon,the,sites
the,sites,of
sites,of,populous
of,populous,river
populous,river,capitals
river,capitals,where
capitals,where,now
where,now,the
now,the,polite
the,polite,broker
polite,broker,sells
broker,sells,you
sells,you,land
you,land,at
land,at,a
at,a,dollar
a,dollar,an
dollar,an,inch
an,inch,in
inch,in,such
in,such,a
such,a,comparison
a,comparison,an
comparison,an,irresistible
an,irresistible,argument
irresistible,argument,would
argument,would,seem
would,seem,furnished
seem,furnished,to
furnished,to,show
to,show,that
show,that,the
that,the,hunted
the,hunted,whale
hunted,whale,cannot
whale,cannot,now
cannot,now,escape
now,escape,speedy
escape,speedy,extinction
speedy,extinction,but
extinction,but,you
but,you,must
you,must,look
must,look,at
look,at,this
at,this,matter
this,matter,in
matter,in,every
in,every,light
every,light,though
light,though,so
though,so,short
so,short,a
short,a,period
a,period,ago
period,ago,not
ago,not,a
not,a,good
a,good,lifetime
good,lifetime,the
lifetime,the,census
the,census,of
census,of,the
of,the,buffalo
the,buffalo,in
buffalo,in,illinois
in,illinois,exceeded
illinois,exceeded,the
exceeded,the,census
the,census,of
census,of,men
of,men,now
men,now,in
now,in,london
in,london,and
london,and,though
and,though,at
though,at,the
at,the,present
the,present,day
present,day,not
day,not,one
not,one,horn
one,horn,or
horn,or,hoof
or,hoof,of
hoof,of,them
of,them,remains
them,remains,in
remains,in,all
in,all,that
all,that,region
that,region,and
region,and,though
